Year,Crocodile Reference Number,Date Sighted,Crocodile of Concern,Resolved crocodile of concern,Crocodile confirmed by EHP officer,Zones 1 or 2,Crocodile Management Plan, Local Government Authority,"Crocodile Management Plan Zone Objectives (Zone 1 - Remove; Zone 2 - remove crocodiles 2 m and greater or aggressive crocodile, Zone 2 - CAIRNS; Zone 3 - remove crocodiles of concern)",South of the  Boyne River,Crocodile attack or behaving aggressively,Location or crocodile behaviour is a threat,crocodile prevention barrier and stock ,"crocodile urban management area  (CUMA), Gladstone, Mackay, Rockhampton Local Government Authorities",Describe COC assessment,Outcome,Date crocodile removed,Is there an imminent threat to human safety,date of contact with EHP,"Species,freshwater(Crocodylus johnstoni), estuarine ( Crocodylus porsus)",number of crocodiles,size of largest crocodile (m) (estimate),were tracks left,nest or slide present,location of Crocodile,latitude,longitude,name of river creek beach or waterhole,"type of habitat e.g. vegetated land, open water, mad/mangroves, sand",nearest public area,"public use type e.g. swimming, fishing, boating, camping",intensity of use at time of sighting,additional comments intensity of use,all parts of crocodile exposed,eye part of crocodile exposed,head part of crocodile exposed,tail part of crocodile exposed,head and back part of crocodile exposed,gait high,gait sliding,gait running,gait walking,gait swimming,moving quickly or slowly,direction of travel of crocodile,Is the crocodile 2 m or greater,Is the croc in a well known habitat,Is the crocodile moving through,food source fish frame,food source abbattoir,food source crab pots,food source smelly bins,food source boat ramp,food source dugong,food source turtle,Food Animal carcass
2012,2012195,1/7/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,2/7/2012,Crocodylus porsus,1,2,unknown,unknown,Opposite BBQ area at Clifton Beach,-16.765757,145.677256,"Clifton Beach, Cairns",Open sea,Clifton Beach,fishing boating,low,n/a,yes,no,no,no,yes,no,no,no,no,yes,slowly,Moving to the south of Clifton Beach,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2012,2012196,1/7/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,"Any crocodile has the potential to pose a threat to human safety or wellbeing. The crocodile did not exhibit any behaviour that could be interpreted as aggressive towards people and it appeared wary. The animal swam away from people watching it from the beach, and once in the creek continued to swim upstream away from my location.",n/a,n/a,n/a,1/7/2012,Crocodylus porsus,1,2.2,no,no,Kewarra Beach,-16.775473,145.682648,Deep Creek,Open water then entered tidal creek lined with mangroves,Kewarra Beach Recreational area,"Fishing, walking, boating",high,At the time of the sighting there were around 12 people watching the crocodile and taking photographs from the beach near the mouth of Deep creek,no,no,no,yes,yes,no,no,no,no,yes,slowly,Animal was attempting to enter Deep Creek as the tide was running in.,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2012,2012197,1/7/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,"Animal within tidal creek which is known crocodile habitat. No permanent warning signage present.
The presence of crocodiles in any location can be a risk to human safety should people using the area not exercise croc wise behaviour, or the animal displays agressive behaviour. The crocodile did not attack or display any territorial behaviour.",n/a,n/a,n/a,1/7/2012,Crocodylus porsus,1,2,unknown,no,"Creek at far end of Palm Cove, next to Angsara resort.",-16.750892,145.670991,tidal creek at southern end of Palm Cove.,tidal creek at the southern end of Palm Cove,Angsana Resort,No public paths to location however paths are often cut through the scrub by fisherman to access banks,low,n/a,yes,no,no,no,no,no,no,no,no,no,slowly,n/a,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2012,2012198,8/7/2012,no,n/a,yes,n/a,n/a,n/a,n/a,no,no,yes,no,no,Any crocodile has the potential to pose a threat to human safety or wellbeing. The crocodile did not exhibit any behaviour that could be interpreted as aggressive towards people. The animal returned to the water and submerged around 15 mins after I got to the location. A number of people and children asked if we were going to catch the crocodile (I assume because capture gear had been brought to location by CTZ staff).  I spoke with members of the public about crocodile behaviour and answered questions regarding current policy of crocodile management.  I recommend that this is NOT a crocodile of concern,n/a,n/a,n/a,8/7/2012,Crocodylus porsus,1,1.8,no,no,Clifton Beach,-16.756996,145.671497,Argentea Residential estate,Ridal creek lined with mangroves/vegetation,Public footpath through estate,This beach is used by people of walking there dogs and water activities such a fishing and swimming.,high,At the time of the sighting there were reportedly 25 people watching the crocodile and taking photographs from the footpath,yes,no,no,no,no,no,no,no,no,no,slowly,Animal was basking on a log in the creek around 20m away path,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2012,2012199,10/7/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,"Any croc has the potential to pose a threat to human safety or wellbeing. This animal was sighted swimming in open water, it has not approached anybody or displayed any behaviour that could be interpreted as aggressive toward humans. There is creeks North and South of this location that are known croc habitats, it would be expected that animals travel through open water to access other creeks and rivers especially when creeks open to the ocean after time of rain.
I recommend this is not a croc of concern.",n/a,n/a,n/a,10/7/2012,Crocodylus porsus,1,3,no,no,The croc was sighted swimming North approximately 30m from the beach out side the Agincourt appratments.,-16.768894,145.678817,The animal was sighted off the front of Clifton Beach,Open water.,Clifton Beach.,walking,low,There was a large amount of rain over night (4 inches) and there was only a couple of people at the beach at the time of the sighting.,no,no,no,no,yes,no,no,no,no,no,slowly,The animal was sighted swimming North.,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2012,2012200,13/07/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,"Any croc has the potential to pose a threat to human safety or wellbeing. There has been no confirmed size given for the animal sighted. This animal has not displayed any behaviour that could be interpreted as aggressive toward human. This creek is croc habitat and connects with the Endevour River a well known croc habitat. 
I recommend that this is NOT a croc of concern at the moment.",n/a,n/a,n/a,16/07/2012,Crocodylus porsus,1,no data,no,no,From the description Eric gave the crossing mentioned is the eastern of two crossing that located approximetly 20km North of the Cooktown airstrip. The crossing are across a small tributary that flows into the Northern branch of the Endeavour river. Eric will confirm exact location with local Cooktown rangers.,-15.277536,145.188775,The creek name is not known. Eric said tht the water is a dark tea colour at the moment after the rain. He had not known of anyone sighting a croc near this crossing in the past. This creek is connected to the Endeavour River which is well known croc habi,The creek is surrounded by tress and scrub.,The crossing is the nearest public use area.,"fising, boating.
The manager, Shane, advised that there was a fishing competition on that weekend. Whilst this was mostly taking place from boats on the water Shane advised there would be a few people in the area over the weekend",low,The person was warnting to discuss with ranger in cooktown about organising a permanent warning sign for this crossing.,no,no,no,no,no,no,no,no,no,no,no data,Eric was told the animal just watched the mean.,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2012,2012201,16/07/2012,yes,yes,yes,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,17/07/2012,Crocodylus porsus,1,3.0 - 4.0,unknown,yes,In dam behind Bamaga sports oval. Bamaga community - NPA,-10.891046,142.38607,Morsbey Creek,"Open water, Riparian Vegetation",Bamaga sports oval/Bamaga Resort,"fishing, boating, kayaking",moderate,"Local kids swim at creek, Grounds staff use dam to irrigate sports oval. Tourists frequent creek behind Bamaga Resort.",yes,no,yes,no,no,no,yes,no,no,no,slowly,The animal has taken up residence in the general area.,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2012,2012202,17/07/2012,no,n/a,yes,n/a,n/a,n/a,n/a,no,no,yes,no,no,Local resident has previously reported crocodile and removal occurred in May 2011. Location is 20m off back fence. Regularly visited by grand children (2 under 5 yrs of age). Grand children sometimes sleep over.,n/a,n/a,n/a,17/07/2012,Crocodylus porsus,1,2,no,no,Rear lagoon at 89 Snapper Island Drive.,-16.347729,145.415054,Private lagoon,Waterhole,"Wonga Beach, Northern end.","fishing from the jetty, possible site for crab pots",low,n/a,yes,no,no,no,no,no,no,no,no,no,stationary,basking in sun,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2012,2012203,4/3/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,Any crocodile within proximity to people can hold the potential to be dangerous. This crocodile has so far not shown aggressive behaviour. Location is not within a CUMA. Any incident of a dog being attacked by a crocodile at Cardwell in early 2012 has not be substantiated. The report for this was second hand information and no reports were made at the time.,n/a,n/a,n/a,18/07/2012,Crocodylus porsus,1,3,unknown,unknown,North of the Beachcomber Motel and Tourist Park at the beach at Cardwell.,-18.254731,146.019955,Cardwell Beach,Open sea and sandy beach,Marine Parade road parallel to beach. Beach area open to public.,n/a,moderate,Woman reporting watched the crocodile from the shore and phoned for a frieind to come with a camera.,yes,no,no,no,no,no,no,no,no,yes,slowly,South,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2012,2012204,6/5/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,11/7/2012,Crocodylus porsus,1,4.2,no,no,Reported as: 'approx 100-200m from the boat ramp on the mouth side of the railway bridge (it was on the right hand side on where there is a cleared line),-21.009566,149.017913,Constant creek,mangroves,unknown due to neither approximate nor exact location of crocodile sighting being known,fishing boating,low,"Unknown area use at time of sighting (06/05/2012). Mr Russell advise he was crabbing in Constant Creek, which he has done for the last 25 years.",no,no,no,no,no,no,no,no,no,no,no data,unknown,n/a,n/a,n/a,no,no,yes,no,no,no,no,n/a
2012,2012205,22/07/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,Any crocodile has the potential to pose a threat to human safety or wellbeing. This animal has not shown any behaviour that could be interpreted as aggressive toward humans. The location is connected to Moon River a well known crocodile habitat.,n/a,n/a,n/a,23/07/2012,Crocodylus porsus,1,2,no,yes,"Brent said that the animal was sighted in a pool almost directly behind 15 Roberts Driver, Trinity Beach. The animal was sighted sunning itself on the bank in a tributary of Moon River that flows under Roberts Drive and Reeds Road into Bluewater Harbour. The Moon River system is well known crocodile habitat.",-16.802444,145.700667,A tributary of Moon River,"Small creek with pools, trees on the Southern side with houses on the other side of the trees",The open park land that runs parallel between the road and the creek.,The beach area is reported to be used only by locals. Robert mentioned that there was a caravan park located on Luff St and people staying there often use the local boat ramp to fish and access the river.,moderate,The person said that his wife had told him there were kids down playing at the park when she saw the animal.,yes,no,no,no,no,yes,no,no,no,no,no data,The crocodile moved into the water after it was sighted where submerged and didn't re-surface.,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2012,2012206,12/7/2012,no,n/a,yes,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,18/07/2012,Crocodylus porsus,1,4,yes,yes,"""High band"", ""Red bank"" or ""Crocoidle bend"" Annan River",-15.514167,145.219722,Annan River,"mud, mangrove, sand","Annan River Boat ramp approx 2.5km, public regularly access high bank to fish and crab",Fishing boating,moderate,Very high bank that is under mined.,no,no,no,no,yes,no,no,no,no,yes,quickly,Swimming towards the mouth then stationary.,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2012,2012207,23/07/2012,no,n/a,yes,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,23/07/2012,Crocodylus porsus,1,0.3,no,no,"Barramundi Farm, Tawalla Road, Martyville",-17.621682,145.041308,Moresby River,Barramundi Grow out ponds. The ponds border with the Moresby River that has tree lined edges,Private facility. Land area is only accessed by workers.,"Beach activities, swimming ,beach walking",low,n/a,yes,no,no,no,no,no,no,no,no,no,slowly,n/a,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2012,2012208,25/07/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,"Housing is reported to  be 100m away from location of croc sighting therefore any crocodile could be a potential threat to human safety or well being if a person approached the bank or river
Vegetation surrounding river is fairly thick therefore human presence is rare",n/a,n/a,n/a,25/07/2012,Crocodylus porsus,1,4,yes,yes,"Baron River, Southern side of river on eastern side of bridge.",-16.87365,145.686196,Baron River,Vegetated,Houses approximately 100m away.  Causeway approximnately 500m away where people fish.,"swimming, walking, camping and rafting etc",low,n/a,no,yes,yes,yes,no,no,no,no,no,yes,slowly,southern,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2012,2012209,11/6/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,Any crocodile within proximity to people can hold the potential to be dangerous. This crocodile is located within well known crocodile habitat. The crocodiles behaviour is most likely interpretted as a dominance display. There was no direct aggression shown towards a person.,n/a,n/a,n/a,26/07/2012,Crocodylus porsus,3,4,unknown,unknown,Boat ramp at Deeral into the Mulgrave River,-17.216904,145.921034,Mulgrave River,"Estuary, river, mangroves",Boat ramp at Deeral,People use this area to walk their dogs,moderate,At the time it was a public holiday and there was quite a lot of traffic on the river. There was a queue of boats waiting to go through the ramp in either direction.,no,no,no,yes,yes,no,no,no,no,yes,slowly,Crocodile often sits on bank upstream from the boat ramp about 150m.,n/a,n/a,n/a,yes,no,no,no,yes,no,no,n/a
2012,2012210,26/07/2012,no,n/a,yes,n/a,n/a,n/a,n/a,no,no,yes,no,no,Any crocodile has the potential to pose a threat to human safety or wellbeing. The crocodiles did not exhibit any behaviour that could be interpreted as aggressive towards people. The smaller animal appears to be more conditioned to human prescence where as the larger animal appears to be more wary. I recommend that both of the animals are NOT crocodiles of concern.,n/a,n/a,n/a,26/07/2012,Crocodylus porsus,2,3,no,no,Clifton Beach,-16.756996,145.671497,Argentea Residential estate.,Tidal creek lined with Mangroves/vegetation.,Public footpath through estate.,The Highway is an extemely busy road and has very limited access to by foot to this area. The lagoon is not known to be accessed for any reason by members of the public and access is only through private property.,high,Smaller resident crocodile is known by locals and tourists. People walk there to look at the crocodile,yes,no,yes,no,yes,no,no,no,no,yes,slowly,Smaller animal was basking on exposed bank under branches.  Larger animal was sitting in the water with head and back exposed.,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2012,2012211,26/07/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,Any crocodile has the potential to pose a threat to human safety or wellbeing. The crocodiles behaviour and size is unknown at this stage. I recommend that the animal is NOT a crocodile of concern. Local police have been notified of alleged shooting. Land owner to be contacted and RWS to be deployed.,n/a,n/a,n/a,26/07/2012,Crocodylus porsus,1,no data,no,no,Murray Upper,-18.071014,145.956099,Murray Upper,Lagoon,Private property.,swimming fishing,low,A crocodile was and believes that someone may be attempting to shoot the animal as he has found 243 and 308 shells on the bank of the lagoon. The property has recently been sold.,no,no,no,no,no,no,no,no,no,no,slowly,n/a,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2012,2012212,29/07/2012,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,no,yes,no,no,"Any croc has the portential to pose a threat to human safety and well being. This animal has not displayed any behaviour that could be interpreted as aggressive.  This animal has an arrow in front of it's hind leg, this will stop the animal from being able to move freeely and will greatly affect its health.",n/a,n/a,n/a,30/07/2012,Crocodylus johnstoni,1,1,unknown,no,The croc was sighted sunning itself on the Eastern bank of Ross River approximately 100m up stream from a small creek opposite Allambie Lane and Riverway Driver intersection.,-19.366586,146.733572,Ross River,The Ross River is a large openCrocodylus johnstoniriver with trees and bush surrounding the banks.,"Ross River, access via Apex Park.",fishing m,low,n/a,yes,no,no,no,no,no,no,no,no,no,no data,The animal was on the bank and turned and went into the water. It did not re-surface while Mark and Sharon were there.,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2012,2012213,30/07/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,The crocodile sighting is outside of the mapped crocodile distribution. The sighting area is a popular fishing an beach camping location with high visitiation and very high during school holiday periods. There are permanent crocodile warning signs at Inkip Point as a result fo the previous Fraser Island/Sandy Straits crocodile sightings.,n/a,n/a,n/a,31/07/2012,Crocodylus porsus,1,no data,no,no,Inskip Point,-25.820192,153.051694,"Pelican Bay, Inskip Point",Open Water near mudbanks.,Inskip Point Camping area and Bullock Point boat ramp.,"fishing, boating, kayaking",low,high,no,no,no,yes,no,no,no,no,no,yes,no data,Heading westerly towards the adjacent mudbanks underwater. The animal did not surface and was not observed again.,n/a,n/a,n/a,no,no,yes,no,yes,no,no,n/a
2012,2012214,2/8/2012,no,n/a,yes,n/a,n/a,n/a,n/a,no,no,yes,no,no,Given the localtion of the crocodile livesavers have closed the beach for the rest of the afternoon.,n/a,n/a,n/a,2/8/2012,Crocodylus porsus,1,3.5,no,no,"4 Mile Beach, Port Douglas. The location of the croco was close to the Lifeguard hut & swimming flags.",-16.486112,145.469163,"4 Mile Beach, Port Douglas",Open water,4 Mmile Beach,fishing and boating,moderate,The lifeguards noticed the crocodile at about 3pm this afternoon several metres off shore. The beach has been closed  for the rest of the afternoon. There were around 20 people in the water at the time.,no,no,no,yes,yes,no,no,no,no,no,stationary,"The crocodile was seen several metres from the shallows of the beach, it then travelled in a southerly direction.",n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2012,2012215,29/07/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,"Any crocodile has the potential to pose a threat to human safety or well being, however as this animal has displayed no behaviour that could be seen as aggression toward humans and it is within a well known croc habitat. I would suggest that it is currently not a croc of concern.",n/a,n/a,n/a,30/07/2012,Crocodylus porsus,1,1.5,no,no,"Tramway Street, Innisfail",-17.527381,146.0235,Bamboo Creek,Residential housing on one side of the creek with cane farms located on the other side.,There is a public walkway located in front of residential housing that’s adjacent to the creek where the crocodile was seen.,swimming,low,The Crocodile was seen by a resident who reported the sighting to John Roach from the Cassowary Coast Regional Counccil who forward the report onto the Northern Wildlife Unit,no,no,yes,no,no,no,no,no,no,yes,no data,n/a,n/a,n/a,n/a,yes,no,yes,no,no,no,no,n/a
2012,2012216,31/07/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,The location of the animal is known crocodile habitat.The animal in question was swimming upstream on the western side of the bridge.It was showing no aggressive behaviour and access to this side of the river can not be gained from the bridge.A Permanent Warning Sign is on the other side of the river and also at the public ramp downstream.,n/a,n/a,n/a,31/07/2012,Crocodylus porsus,1,2,no,no,Geraldton Bridge Western side,-17.518615,146.031151,North Johnstone River,"Mud, sand and mangrove",Fishing area and old boat ramp on opposite side of river. 140 metres across,"Camping and day use area at The Haven, Hinchinbrook Island. Fishing and boating in Hinchinbrook Channel.",moderate,The old ramp is no longer in use for boats but a number of people fish in the area.,yes,no,no,no,no,no,no,no,no,yes,slowly,The animal was under the birdge and swam upstream towards the flood gate and along the edge of the rivier.,n/a,n/a,n/a,yes,no,no,no,no,no,yes,n/a
2012,2012217,28/07/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,1/8/2012,Crocodylus porsus,1,3,no,no,South Johnstone River behind Sugermill,-17.608692,145.991702,South Johnstone River,Modified creek bank with hot water outlet.,Area under Bridge that is used for fishing.,FISHING AND BOATING,low,The area under the birdge is prviate property but is accessed by publis,yes,no,no,no,no,no,no,no,no,yes,slowly,The crocodile was seen in the river where the hot water enters the river chasing fish.,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2012,2012218,7/8/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,Any crocodile within proximity to people has the potential to be a threat to safety. This crocodile however displayed no behaviours that could be interpretted as aggressive or as about to attack people or stock. It is in a well established crocodile habitat and not within the CUMA.,n/a,n/a,n/a,8/8/2012,Crocodylus porsus,1,3.5,unknown,yes,"Mulgrave River, approximately 560m downstream from the Derral boat ramp on the same side of the river as the ramp",-17.218554,145.925548,Mulgrave River,"Tidal, estuarine river, mangroves, sand banks and mud flats.",Jetty where commercial boats leave to to go to Fitzroy Is. Deeral Esplanade off Ross Rd has private pontoons.,"Walking, some fishing by kids",moderate,Activities in the area increase or decrease with weather and seasonal factors. Deeral boat ramp can be quite popular in the dry and tourist seasons.,yes,no,no,no,no,no,no,no,no,no,stationary,No travel or movement front crocodile other than slight head movement.,n/a,n/a,n/a,yes,no,no,no,yes,no,no,n/a
2012,2012219,7/8/2012,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,no,no,no,no,Crocodile is out of known crocodile habitat,n/a,n/a,n/a,7/8/2012,Crocodylus johnstoni,1,2,unknown,unknown,1km upstream (west) of the Burnett River and Boyne River Junction,-25.631409,151.212924,Burnett River,"Freshwater river, sandy with good riparian vegetation",Mundubbera boat ramp.,"walking, swimming",low,n/a,yes,no,no,no,no,no,no,no,no,no,no data,on the surface of the water,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2012,2012220,10/8/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,no,no,yes,The animal may have been approx 4m in length but is in known croc habitat. Surveys of the area have been undertaken in the past (i.e. approx 12 months ago) and animals have been sighted further north.,n/a,n/a,n/a,10/8/2012,Crocodylus porsus,1,4,unknown,yes,"Dredge in river - island directly across, between picnic point and laural banks (see attached map)",-23.331664,150.461978,Fitzroy River - above the barage fresh water section,"muddy creek bank, shallow water and deep water",Ski gardens approx 9km away along river. Skiing occurs past the dredge site.,"dog walking, fishing, swimming",low,"low use during week, high on week end by skiers",yes,no,no,no,no,yes,no,no,yes,yes,slowly,was on bank and moved slowly into water,n/a,n/a,n/a,yes,no,yes,no,yes,no,yes,n/a
2012,2012221,14/08/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,"Any croc has the potential to pose a threat to human safety and wellbeing. This animal has displayed no behaviour that could be interpreted as aggressive toward humans. When it was sighted the animal moved away from the boat in a Northerly direction. This area can only be accessed by boat. This animal was sighted in well known croc habitat.
Recommened not a croc of concern.",n/a,n/a,n/a,14/08/2012,Crocodylus porsus,1,5,no,no,Approximately 40-50m from the beach at Hagarty Point (Northern tip of Hinchinbrook Island).,-18.2483,146.0703,"Hinchinbrook Channel, near Hagarty Point. This area is well known croc habitat.",The animal was sighted in open water. Ryan said that he has not seen the animal in this location before,The beach at Hegarty Point.,walking fishing,low,There was no other boats reported to be in the area this morning when the animal was sighted.,yes,no,no,no,no,no,no,no,no,yes,slowly,The animal moved in a northerly direction away from the boat.,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2012,2012222,18/08/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,"All crocodiles have the potential to pose a threat to human safety and wellbeing. This animal was sighted in well known croc habitat, the Deeral boat ramp has permenant croc warning signs. This Animal has not exhibited any behaviour that could be interpreted as aggressive toward humans, the animal basking on the bank is expected behaviour during colder months. 
Recommend NOT a croc of concern.",n/a,n/a,n/a,20/08/2012,Crocodylus porsus,1,3.5,no,no,The animal was sighted approximately 150 upstream from the boat ramp.,-17.216497,145.919351,"The animal was sighted in the Mulgrave River, this is a well known crocodile habitat",The animal was sighted high on the bank above the water line at low tide,"The Deeral boat ramp is the nearest public use area, the boat ramp has a open grassed embankment above rocks that people use to fish from.","Dog walking, fishing, walking",moderate,On Saturday when the person sighted the animal laying on the bank he said that there was a large number of cars with boat trailer parked in the carpark.,yes,no,no,no,no,yes,no,no,no,no,stationary,The animal is reported to not have been worried when Gordon drove past in his boat and sighted the animal,n/a,n/a,n/a,yes,no,no,no,yes,no,no,n/a
2012,2012223,19/08/2012,no,n/a,yes,n/a,n/a,n/a,n/a,no,no,no,no,no,n/a,n/a,n/a,n/a,20/08/2012,Crocodylus porsus,1,3.9,no,no,Russell River (Devils Elbow),-17.281473,145.956835,Russell River,"Mud, sand and grass banks.",Bellenden Kerr Boat Ramp,The beach is used for walking and other recreational activities.,moderate,n/a,yes,no,no,no,no,no,no,no,no,yes,slowly,The animal was basking on the bank and entered the water when the boat approached.,n/a,n/a,n/a,yes,no,no,no,no,no,no,n/a
2012,2012224,22/08/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,Any crocodile within proximity to people can hold the potential to be a threat to safety. However this crocodile has not had behaviour reported that could be interpretted as threatening to people or stock. Its location is not within a CUMA and it is in well established estuarine crocodile habitat.,n/a,n/a,n/a,22/08/2012,Crocodylus porsus,1,3,unknown,unknown,Approximately 100m downstream from the Barron River boat ramp that is located next to the Captain Cook Hwy Bridge.,-16.868949,145.736768,Barron River,"Tidal river, estuary, mangroves",Barron River boat ramp at the end of Greenbank Road in the Stratford area.,This area is used to access an old aboriginal community to the East of Hope Vale,moderate,Crocodiles behaviour was not reported as being aggressive or threatening to people. Animal was observed swimming upstream towards the boat ramp. No other behaviours were observed.,no,no,yes,yes,no,no,no,no,no,yes,slowly,Upstream towards the boat ramp,n/a,n/a,n/a,yes,no,no,no,yes,no,no,n/a
2012,2012225,No data,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,Any crocodile has the potential to pose a threat to human safety or wellbeing. The crocodile’s behaviour and size is unknown at this stage.I have spoken with Thomas and he has expressed that the animal should be caught and removed.  I have provided him with my desk phone number and the 1300 130 372 hotline so he can report further sightings . Thomas said that he has called the ABC radio and complained about the crocodile and has also spoken with other rangers.,n/a,n/a,n/a,24/08/2012,Crocodylus porsus,1,no data,no,no,Laura,-15.577639,144.455328,Laura River,River,Laura township,"Swimming, fishing, grounds staff from sports oval use dam to irrigate oval.",high,Thomas stated that local children swim and go fishing in the river,no,no,no,no,no,no,no,no,no,no,no data,n/a,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2012,2012226,26/08/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,Any crocodile has the potential to pose a threat to human safety or wellbeing. The report suggests that the animal became entangled in the crab pot rope at around 8:45am. Brian Wright and I travelled to Port Douglas to attempt to rescue the animal. Hugh called at around 10:45am to say that the animal had gone. Hugh told Brian that he could see the crab pot and it had been damaged by the crocodile.,n/a,n/a,n/a,26/08/2012,Crocodylus porsus,1,2.4,no,no,Port Douglas,-16.49643,145.45474,Dickson inlet,Mangroves,Yacht club,swimming,high,n/a,no,no,no,no,yes,no,no,no,no,yes,no data,n/a,n/a,n/a,n/a,no,no,yes,no,no,no,no,n/a
2012,2012227,26/08/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,The location of the animal could make it a threat to workers on the farm.The farm runs a policy with toolbox talks where the workers are advised of the presence of any hazards in the course of their work.,n/a,n/a,n/a,27/08/2012,Crocodylus porsus,1,1.8,no,no,Drain on banana farm,-17.96434,145.83298,Drains on banana farm are controlled byflood-gates and leavy banks.These drains are contained on farm but are inundated by the Tully River when in flood.,Agricultured land,n/a,fishing and boating,low,The area of the farm where the animal was sighted has no public access,yes,no,no,no,no,no,no,yes,no,no,quickly,n/a,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
2012,2012228,28/08/2012,no,n/a,no,n/a,n/a,n/a,n/a,no,no,yes,no,no,Any crocodile has the potential to pose a threat to human safety or wellbeing. The animal was reportedly seen from the bridge basking on the bank in known crocodile habitat. There have been previous reports of a crocodile in the same area showing basking behaviour during cooler months.,n/a,n/a,n/a,28/08/2012,Crocodylus porsus,1,2,unknown,unknown,Barron River,-16.873745,145.686999,Barron River,vegetated land,Old Kamanunga Bidge (local fishing spot),Brent said that this area is used by many of the local kids and for people walking their dogs.,moderate,n/a,yes,no,no,no,no,no,no,no,no,no,stationary,stationary,n/a,n/a,n/a,no,no,no,no,no,no,no,n/a
